OBJECTID,Join_Count,TARGET_FID,Fatalities,PedFatalities,BikeFatalities,MVOFatalities,YR,nodeX,nodeY,STREET1,STREET2
1745,1,1745,1,0,0,1,2017,1004671.569,169892.0107,EAST 52 STREET                  ,AVENUE H                        
1746,1,1746,1,1,0,0,2017,996315.3889,155925.6019,GRAVESEND NECK ROAD             ,EAST 14 STREET                  
1747,1,1747,1,0,1,0,2017,1006847.146,192240.5217,LINDEN STREET                   ,CENTRAL AVENUE                  
1748,3,1748,1,1,0,0,2017,987894.307,208704.6253,EAST 22 STREET                  ,PARK AVENUE SOUTH               
1749,1,1749,1,1,0,0,2017,1010825.091,183629.5875,PITKIN AVENUE                   ,POWELL STREET                   
1750,1,1750,1,0,1,0,2017,988446.9138,204571.379,1 AVENUE                        ,EAST 9 STREET                   
1751,1,1751,1,0,0,1,2017,954061.4295,162002.8335,NORTHERN BOULEVARD              ,LITTLE CLOVE ROAD               
1752,1,1752,1,1,0,0,2017,985716.1847,210839.6079,7 AVENUE                        ,WEST 25 STREET                  
1753,1,1753,1,0,1,0,2017,987086.3362,208578.9202,EAST 20 STREET                  ,BROADWAY                        
1754,1,1754,1,0,0,1,2017,953708.5266,165429.0603,BARD AVENUE                     ,BEMENT AVENUE                   
1755,1,1755,1,0,0,1,2017,1004378.794,250098.7964,AMSTERDAM AVENUE                ,WEST 189 STREET                 
1756,3,1756,1,1,0,0,2017,1001262.118,237040.7389,LENOX AVENUE                    ,WEST 140 STREET                 
1757,1,1757,1,0,0,1,2017,1014013.45,248246.018,ARTHUR AVENUE                   ,EAST 179 STREET                 
1758,1,1758,1,1,0,0,2017,1001518.315,235386.4788,WEST 135 STREET                 ,5 AVENUE                        
1759,1,1759,1,1,0,0,2017,992319.1633,228328.0631,AMSTERDAM AVENUE                ,WEST 95 STREET                  
1760,1,1760,1,1,0,0,2017,987048.2693,206851.1467,4 AVENUE                        ,EAST 14 STREET                  
1761,1,1761,1,1,0,0,2017,1025609.706,265576.8491,PITMAN AVENUE                   ,GUNTHER AVENUE                  
1762,1,1762,1,0,0,1,2017,990311.6952,210965.9157,EAST 34 STREET                  ,3 AVENUE                        
1763,1,1763,1,0,0,1,2017,1021726.824,254065.7472,WALLACE AVENUE                  ,BOSTON ROAD                     
1764,7,1764,1,1,0,0,2017,1010062.557,258706.1959,BROADWAY                        ,EXTERIOR STREET                 
1765,1,1765,1,0,1,0,2017,996068.2864,204676.6051,NOBLE STREET                    ,FRANKLIN STREET                 
1766,1,1766,1,0,0,1,2017,990350.0829,170826.1295,DITMAS AVENUE                   ,MC DONALD AVENUE                
1767,1,1767,1,1,0,0,2017,993946.4107,149432.0063,BRIGHTON BEACH AVENUE           ,BRIGHTON 2 STREET               
1768,1,1768,1,1,0,0,2017,1009126.908,171507.9425,FLATLANDS AVENUE                ,EAST 84 STREET                  
1769,1,1769,1,0,0,1,2017,1036333.293,238262.9641,THROGS NECK EXPRESSWAY SR       ,MILES AVENUE                    
1770,1,1770,1,1,0,0,2017,999288.2078,225705.5749,2 AVENUE                        ,EAST 99 STREET                  
1771,1,1771,1,0,1,0,2017,998243.2755,176387.2762,CHURCH AVENUE                   ,NOSTRAND AVENUE                 
1772,1,1772,1,0,1,0,2017,1016215.391,247513.9168,EAST 180 STREET                 ,SOUTHERN BOULEVARD              
1773,1,1773,1,0,0,1,2017,990936.2593,160968.4885,WEST 2 STREET                   ,AVENUE P                        
1774,1,1774,1,1,0,0,2017,1019897.752,186134.3233,PINE STREET                     ,SOUTH CONDUIT AVENUE            
1775,1,1775,1,1,0,0,2017,1021643.497,205305.2295,63 AVENUE                       ,SAUNDERS STREET                 
1776,1,1776,1,0,1,0,2017,987443.0513,173158.3427,12 AVENUE                       ,39 STREET                       
1777,1,1777,1,0,1,0,2017,989340.062,222945.2887,WEST 72 STREET                  ,AMSTERDAM AVENUE                
1778,3,1778,1,1,0,0,2017,993930.7283,154632.7075,OCEAN PARKWAY                   ,AVENUE X                        
1779,1,1779,1,0,0,1,2017,1020090.563,254578.5293,ALLERTON AVENUE                 ,MOSHOLU PARKWAY GREENWAY        
1780,1,1780,1,1,0,0,2017,995349.4492,224260.6667,EAST 87 STREET                  ,5 AVENUE                        
1781,1,1781,1,1,0,0,2017,962631.1922,173032.7586,HYATT STREET                    ,ST MARKS PLACE                  
1782,1,1782,1,0,1,0,2017,999666.9275,199604.5323,GRAHAM AVENUE                   ,METROPOLITAN AVENUE             
1783,1,1783,1,1,0,0,2017,1012073.759,214018.3122,NORTHERN BOULEVARD              ,BROOKLYN QUEENS EXPWY ET 41 WB  
1784,1,1784,1,0,0,1,2017,1022463.371,264123.6631,EAST 229 STREET                 ,CARPENTER AVENUE                
1785,2,1785,1,1,0,0,2017,1034285.525,212896.9004,KISSENA BOULEVARD               ,HOLLY AVENUE                    
1786,1,1786,1,0,1,0,2017,1003224.312,181035.4067,LEFFERTS AVENUE                 ,UTICA AVENUE                    
1787,1,1787,1,1,0,0,2017,947940.2347,162732.3367,COALE AVENUE                    ,JEWETT AVENUE                   
1788,1,1788,1,0,0,1,2017,1005168.16,199411.0222,METROPOLITAN AVENUE             ,SCOTT AVENUE                    
1789,1,1789,1,1,0,0,2017,994327.5943,219259.2659,EAST 69 STREET                  ,LEXINGTON AVENUE                
1790,2,1790,1,1,0,0,2017,1023141.486,198929.0579,POLO PLACE                      ,WOODHAVEN BOULEVARD             
1791,1,1791,1,1,0,0,2017,1008319.669,170821.1325,FLATLANDS AVENUE                ,EAST 80 STREET                  
1792,1,1792,1,1,0,0,2017,1031041.126,195451.8273,120 STREET                      ,85 AVENUE                       
1793,1,1793,1,1,0,0,2017,925396.8913,138346.4383,GERVIL STREET                   ,CORRELL AVENUE                  
1794,1,1794,1,1,0,0,2017,1045299.935,182268.9311,SOUTH CONDUIT AVENUE            ,ROCKAWAY BOULEVARD              
1795,1,1795,1,1,0,0,2017,1032479.591,210858.5777,MAIN STREET                     ,58 AVENUE                       
1796,1,1796,1,1,0,0,2017,994511.1934,176649.2475,ST PAULS PLACE                  ,CATON AVENUE                    
1797,1,1797,1,1,0,0,2017,990148.4265,155255.0291,86 STREET                       ,WEST 8 STREET                   
1798,1,1798,1,1,0,0,2017,918443.4738,126583.9391,HECKER STREET                   ,AMBOY ROAD                      
1799,1,1799,1,1,0,0,2017,1022148.509,204776.2244,63 DRIVE                        ,BOOTH STREET                    
1800,1,1800,1,1,0,0,2017,1021080.191,217677.1234,GILLMORE STREET                 ,27 AVENUE                       
1801,3,1801,1,0,0,1,2017,1038811.605,200323.8878,GRAND CENTRAL PARKWAY SR NORTH  ,164 STREET                      
1802,3,1802,1,1,0,0,2017,1001821.933,183054.133,TROY AVENUE                     ,EASTERN PARKWAY                 
1803,1,1803,1,0,0,1,2017,989755.9437,159759.9738,WEST 7 STREET                   ,KINGS HIGHWAY                   
1804,1,1804,1,1,0,0,2017,982774.2454,200962.9154,CHURCH STREET                   ,FRANKLIN STREET                 
1805,1,1805,1,0,1,0,2017,986214.7073,211740.4558,WEST 29 STREET                  ,7 AVENUE                        
1806,1,1806,1,0,0,1,2017,1033939.456,183624.1121,LEFFERTS BOULEVARD              ,135 AVENUE                      
1807,1,1807,1,0,0,1,2017,1005803.936,184077.3461,PARK PLACE                      ,RALPH AVENUE                    
1808,3,1808,1,0,1,0,2017,1004348.647,186025.1798,ATLANTIC AVENUE                 ,ROCHESTER AVENUE                
1809,1,1809,1,1,0,0,2017,1033476.009,195687.0434,METROPOLITAN AVENUE             ,130 STREET                      
1810,1,1810,1,0,0,1,2017,1004057.995,215491.4884,35 AVENUE                       ,31 STREET                       
1811,1,1811,1,0,0,1,2017,1001889.121,193442.9271,BROADWAY                        ,STOCKTON STREET                 
1812,5,1812,1,1,0,0,2017,988167.0292,200688.0403,DELANCEY STREET                 ,CLINTON STREET                  
1813,1,1813,1,1,0,0,2017,989292.8177,189689.7362,SCHERMERHORN STREET             ,NEVINS STREET                   
1814,1,1814,1,0,0,1,2017,1061520.283,214933.4741,267 STREET                      ,GRAND CENTRAL PARKWAY SR SOUTH  
1815,1,1815,1,1,0,0,2017,984373.0808,206550.7057,WEST 8 STREET                   ,GREENWICH AVENUE                
1816,1,1816,1,1,0,0,2017,988785.2304,216917.9058,BROADWAY                        ,WEST 51 STREET                  
1817,1,1817,1,0,0,1,2017,1048983.553,178289.2508,RAMP                            ,ROCKAWAY BOULEVARD              
1818,1,1818,1,0,1,0,2017,985053.814,211503.6289,8 AVENUE                        ,WEST 26 STREET                  
1819,3,1819,1,1,0,0,2017,1018530.183,219150.8409,94 STREET                       ,23 AVENUE                       
1820,1,1820,1,1,0,0,2017,1036277.201,214111.1922,46 AVENUE                       ,149 STREET                      
1821,3,1821,1,0,0,1,2017,1050036.904,187215.7746,130 AVENUE                      ,MERRICK BOULEVARD               
1822,1,1822,1,0,0,1,2017,1001642.36,201157.7575,WITHERS STREET                  ,MORGAN AVENUE                   
1823,1,1823,1,1,0,0,2017,980883.2679,163624.6446,83 STREET                       ,13 AVENUE                       
1824,1,1824,1,1,0,0,2017,1009591.35,188520.4012,CHAUNCEY STREET                 ,BUSHWICK AVENUE                 
1825,1,1825,1,1,0,0,2017,1017088.444,260895.0442,EAST GUN HILL ROAD              ,WEST GUN HILL ROAD              
1826,1,1826,1,1,0,0,2017,1016242.671,251961.4207,HUGHES AVENUE                   ,EAST FORDHAM ROAD               
1827,1,1827,2,0,0,2,2017,1052426.758,198714.9081,100 AVENUE                      ,205 PLACE                       
1828,1,1828,1,0,0,1,2017,985751.5652,179815.2746,5 AVENUE                        ,23 STREET                       
1829,5,1829,1,0,0,1,2017,1010075.889,177828.9662,LINDEN BOULEVARD                ,ROCKAWAY AVENUE                 
1830,1,1830,1,0,1,0,2017,1032940.045,213238.5073,COLDEN STREET                   ,ELDER AVENUE                    
1831,3,1831,1,0,1,0,2017,993337.4621,160517.7253,OCEAN PARKWAY                   ,QUENTIN ROAD                    
1832,1,1832,1,1,0,0,2017,1031102.848,186390.4186,108 STREET                      ,ROCKAWAY BOULEVARD              
1833,1,1833,1,0,1,0,2017,995170.4535,154813.8161,AVENUE X                        ,CONEY ISLAND AVENUE             
1834,1,1834,1,0,0,1,2017,1002427.096,211083.9545,QUEENS BOULEVARD                ,SKILLMAN AVENUE                 
1835,1,1835,1,0,0,1,2017,982902.0106,161003.6623,17 AVENUE                       ,86 STREET                       
1836,3,1836,3,2,0,1,2017,1030800.778,217285.9169,MAIN STREET                     ,NORTHERN BOULEVARD              
1837,1,1837,1,1,0,0,2017,1016781.269,214676.3358,NORTHERN BOULEVARD              ,85 STREET                       
1838,1,1838,1,1,0,0,2017,994901.0978,219239.4523,EAST 70 STREET                  ,3 AVENUE                        
1839,3,1839,1,1,0,0,2017,1028791.53,178861.8382,CROSS BAY BOULEVARD             ,160 AVENUE                      
1840,9,1840,1,1,0,0,2017,1005769.025,161455.8005,FLATBUSH AVENUE                 ,AVENUE U                        
1841,1,1841,1,1,0,0,2017,986667.6953,204413.7284,COOPER SQUARE                   ,EAST 5 STREET                   
1842,1,1842,1,0,0,1,2017,1000930.114,197099.534,MONTROSE AVENUE                 ,BUSHWICK AVENUE                 
1843,1,1843,1,1,0,0,2017,1023837.407,200677.2266,YELLOWSTONE BOULEVARD           ,SELFRIDGE STREET                
1844,1,1844,1,1,0,0,2017,1003468.964,235618.5469,WALTON AVENUE                   ,EAST 138 STREET                 
1845,1,1845,1,0,1,0,2017,991820.7227,173705.9561,EAST 7 STREET                   ,BEVERLY ROAD                    
1846,1,1846,1,1,0,0,2017,1002508.966,204096.4685,STEWART AVENUE                  ,BRIDGEWATER STREET              
1847,1,1847,1,1,0,0,2017,1025608.374,246363.6139,EAST TREMONT AVENUE             ,ST PETERS AVENUE                
1848,3,1848,1,0,0,1,2017,1001509.46,237488.7741,WEST 142 STREET                 ,LENOX AVENUE                    
1849,1,1849,1,1,0,0,2017,1003350.746,214341.6547,37 AVENUE                       ,31 STREET                       
1850,1,1850,1,0,1,0,2017,983191.0356,213709.8745,11 AVENUE                       ,WEST 30 STREET                  
1851,1,1851,1,0,0,1,2017,920184.3397,138084.9722,JOHNSON STREET                  ,ARTHUR KILL ROAD                
1852,1,1852,1,1,0,0,2017,987090.306,199971.6936,ESSEX STREET                    ,HESTER STREET                   
1853,3,1853,1,1,0,0,2017,953916.8792,147341.292,JACQUES AVENUE                  ,HYLAN BOULEVARD                 
1854,1,1854,1,0,0,1,2017,979983.8048,165000.4883,11 AVENUE                       ,81 STREET                       
1855,3,1855,1,1,0,0,2017,1056902.825,200870.6485,217 STREET                      ,JAMAICA AVENUE                  
1856,1,1856,1,0,0,1,2017,930366.1297,154197.8134,WEST SHORE EXPRESSWAY SR WEST   ,VICTORY BOULEVARD               
1857,2,1857,1,0,0,1,2018,994979.0661,236592.2982,RIVERSIDE DRIVE EAST            ,RIVERSIDE DRIVE WEST            
1858,2,1858,1,1,0,0,2018,1004763.872,246775.9947,MAJOR DEEGAN EXPWY ET 7 N SB    ,MAJOR DEEGAN EXPWY ET 7 N NB    
1859,1,1859,1,1,0,0,2018,1009693.269,236593.4137,EAST 152 STREET                 ,JACKSON AVENUE                  
1860,0,1860,1,0,1,0,2018,,,,
1861,0,1861,1,1,0,0,2018,,,,
1862,2,1862,1,1,0,0,2018,1041289.464,203474.7411,175 STREET                      ,UNION TURNPIKE                  
1863,1,1863,1,1,0,0,2018,984986.7931,207664.5847,WEST 13 STREET                  ,AVENUE OF THE AMERICAS          
1864,1,1864,1,1,0,0,2018,989606.5706,162755.9327,65 STREET                       ,WEST 6 STREET                   
1865,1,1865,1,1,0,0,2018,1021589.321,185590.6597,GRANT AVENUE                    ,NORTH CONDUIT AVENUE            
1866,1,1866,1,0,1,0,2018,1011147.574,246935.7581,WEBSTER AVENUE                  ,CROSS BRONX EXPWY ET 2 B EB     
1867,1,1867,1,1,0,0,2018,1038452.515,196999.1241,HILLSIDE AVENUE                 ,153 STREET                      
1868,1,1868,1,1,0,0,2018,1022555.434,259849.4426,EAST 215 STREET                 ,BARNES AVENUE                   
1869,1,1869,1,0,0,1,2018,998284.0792,235379.3413,WEST 129 STREET                 ,FREDERICK DOUGLASS BOULEVARD    
1870,1,1870,1,0,0,1,2018,1028180.577,194746.0479,MEMORIAL DRIVE                  ,PARK LANE SOUTH                 
1871,3,1871,1,1,0,0,2018,991287.0397,174200.2399,OCEAN PARKWAY                   ,CHURCH AVENUE                   
1872,1,1872,1,1,0,0,2018,1006458.705,177114.8994,CHURCH AVENUE                   ,REMSEN AVENUE                   
1873,4,1873,1,1,0,0,2018,1003244.522,199494.1782,METROPOLITAN AVENUE             ,GRAND STREET BRIDGE             
1874,5,1874,1,1,0,0,2018,1063293.757,208242.287,LITTLE NECK PARKWAY             ,83 AVENUE                       
1875,1,1875,1,1,0,0,2018,1012918.964,214137.7936,NORTHERN BOULEVARD              ,70 STREET                       
1876,1,1876,1,1,0,0,2018,1019038.296,188848.7536,EUCLID AVENUE                   ,RIDGEWOOD AVENUE                
1877,1,1877,1,1,0,0,2018,1032877.884,219596.9588,PARSONS BOULEVARD               ,32 AVENUE                       
1878,3,1878,1,0,0,1,2018,1019967.175,204668.2915,ALDERTON STREET                 ,61 ROAD                         
1879,1,1879,1,0,0,1,2018,1032785.436,205140.5347,141 STREET                      ,JEWEL AVENUE                    
1880,1,1880,1,0,1,0,2018,991185.288,211977.0531,EAST 39 STREET                  ,QUEENS MIDTOWN TUNNEL EXIT      
1881,3,1881,1,0,0,1,2018,1023848.991,196519.2596,MARGARET PLACE                  ,UNION TURNPIKE                  
1882,2,1882,1,1,0,0,2018,1024803.244,198315.2337,METROPOLITAN AVENUE             ,70 AVENUE                       
1883,2,1883,1,1,0,0,2018,1031684.615,198634.9706,82 ROAD                         ,KEW GARDENS ROAD                
1884,1,1884,1,0,1,0,2018,1002154.213,188833.6322,JEFFERSON AVENUE                ,LEWIS AVENUE                    
1885,1,1885,1,0,0,1,2018,961126.271,159125.0148,HILLCREST TERRACE               ,CLOVE ROAD                      
1886,1,1886,1,1,0,0,2018,1010420.803,196085.9009,WOODWARD AVENUE                 ,PALMETTO STREET                 
1887,1,1887,1,1,0,0,2018,1036423.25,191311.9573,LIBERTY AVENUE                  ,135 STREET                      
1888,1,1888,1,1,0,0,2018,990436.8971,209702.2283,2 AVENUE                        ,EAST 30 STREET                  
1889,3,1889,1,0,1,0,2018,995408.7897,235761.27,BROADWAY                        ,LA SALLE STREET                 
1890,1,1890,1,0,0,1,2018,1020048.349,256819.0451,BRONX RIVER GREENWAY            ,BRONX BOULEVARD                 
1891,1,1891,1,1,0,0,2018,1004412.193,166464.9571,UTICA AVENUE                    ,AVENUE L                        
1892,1,1892,1,1,0,0,2018,1009946.802,211037.1436,WOODSIDE AVENUE                 ,57 STREET                       
1893,1,1893,2,2,0,0,2018,988049.3133,183074.3429,5 AVENUE                        ,9 STREET                        
1894,3,1894,1,1,0,0,2018,1051344.654,181878.0461,SOUTH CONDUIT AVENUE            ,SPRINGFIELD BOULEVARD           
1895,3,1895,1,1,0,0,2018,997003.6749,231211.0166,ADAM C POWELL BOULEVARD         ,WEST 113 STREET                 
1896,1,1896,1,0,0,1,2018,999207.0793,171134.0357,FARRAGUT ROAD                   ,EAST 32 STREET                  
